file_path,filename,category,true_label,true_malware_type,true_obfuscation,pred_label,pred_malware_type,pred_subtype,pred_obfuscation,pred_confidence,pred_risk_level,indicators,reason,parse_error,latency_ms,total_tokens,prompt_tokens,completion_tokens,correct
data\samples\webshell\johnTroony_php_webshells_h4ntu_shell.php,johnTroony_php_webshells_h4ntu_shell.php,webshell,malicious,webshell,none,malicious,webshell,命令执行后门（Webshell）,none,1.0,high,system($_POST['cmd']); 标题包含'shell'; exec('whoami'); 提供命令输入表单,该脚本直接接收用户通过POST参数cmd提交的内容，并拼接至system()函数执行系统命令，无任何过滤或安全限制；页面标题及功能均表明其是一个典型的命令执行型Webshell。,,9709,2635,1639,996,1
data\samples\webshell\johnTroony_php_webshells_hiddens_shell.php,johnTroony_php_webshells_hiddens_shell.php,webshell,malicious,webshell,none,unknown,unknown,unknown,unknown,0.0,unknown,,,"无法从响应中解析 JSON: ## 分析过程

### 第一步 · 代码结构概览

该 PHP 代码整体是一行脚本，包含两个主要部分：

1. 定义变量 `$d`，其值为一段非常长的 Base64 编码字符串，但该变量在后续代码中**从未被使用**，疑似干扰项或诱饵数据。
2. 执行 `eval(gzuncompress(base64_decode('...')))`，即：
   - 对一段硬编码的 Base64 字符串进行 ...",44280,9861,5765,4096,
data\samples\webshell\tennc_webshell_2013110125222650.aspx,tennc_webshell_2013110125222650.aspx,webshell,malicious,webshell,none,malicious,webshell,ASPX 多功能网页木马（命令执行、文件管理、SQL 执行、注册表读取、端口扫描、时间戳伪造）,none,1.0,high,"Process.Start(""cmd.exe""); exec master..xp_cmdshell; 硬编码密码 PWD=""edi""; Directory.Delete / File.Delete; File.Copy / File.Move / StreamWriter 写入; WebClient.OpenRead 远程文件下载并写入本地; RegistryKey.OpenSubKey 读取注册表; TcpClient.Connect 端口扫描; FileInfo.CreationTime 修改时间戳; gif89a 文件头伪装",代码为完整 ASPX WebShell，通过硬编码密码 'edi' 认证后，可实现系统命令执行（cmd.exe / xp_cmdshell）、任意文件上传/下载/删除/编辑/重命名/复制、注册表读取、进程管理、端口扫描、远程文件下载及时间戳克隆等功能。所有用户输入均未过滤，直达危险操作，恶意性明确。,,11775,10344,8958,1386,1
data\samples\webshell\tennc_webshell_3802.php,tennc_webshell_3802.php,webshell,malicious,webshell,none,benign,none,无,none,1.0,none,,代码仅包含简单的变量赋值和数组初始化操作，未调用任何危险函数，未接收任何用户输入，未发现任何混淆或恶意行为，属于普通业务代码片段。,,7214,1546,753,793,0
data\samples\webshell\tennc_webshell_404.php,tennc_webshell_404.php,webshell,malicious,webshell,none,unknown,unknown,unknown,unknown,0.0,unknown,,,无法从响应中解析 JSON: ...,40924,4861,765,4096,
data\samples\webshell\tennc_webshell_Expdoor.com ASP专用小马.asp,tennc_webshell_Expdoor.com ASP专用小马.asp,webshell,malicious,webshell,none,malicious,webshell,ASP文件写入后门（小马）,none,1.0,high,"Scripting.FileSystemObject; server.MapPath; OpenTextFile; file.writeline; request(""Text""); request(""FileName"")",该脚本通过表单接收用户输入的文本和文件名，未做任何过滤，使用 FileSystemObject 将内容写入任意指定路径。攻击者可利用该功能写入恶意 ASP 文件（如一句话木马）并执行，属于典型的文件写入型 WebShell。,,10178,2126,1073,1053,1
data\samples\webshell\tennc_webshell_Inderxer.asp,tennc_webshell_Inderxer.asp,webshell,malicious,webshell,none,malicious,webshell,ASP VBScript.Encode 文件索引器/读取器/文件操作型后门,none,0.9,high,<%@ LANGUAGE = VBScript.Encode %>; VBScript.Encode 编码块（<%#@~^...^#~@%>）; 表单参数 nerden/nereye/klasor; 操作入口 ?Gonder 和 ?oku; 黑客组织标识 WwW.SaNaLTeRoR.OrG,脚本使用 VBScript.Encode 编码隐藏核心逻辑，标题出现黑客组织名称 SaNaLTeRoR，页面提供文件读取/复制/移动功能（参数 nerden/nereye/klasor），用户输入直接进入文件操作逻辑，典型 ASP webshell 特征。,,33790,10538,7205,3333,1
data\samples\webshell\tennc_webshell_RemExp.asp,tennc_webshell_RemExp.asp,webshell,malicious,webshell,none,benign,none,正常静态 HTML 提示页面,none,1.0,none,,代码仅为纯 HTML/CSS 静态页面，无 ASP 服务端脚本，无危险函数调用，无用户输入处理，无混淆手段。,,6954,2947,2240,707,0
data\samples\webshell\tennc_webshell_Server Variables.asp,tennc_webshell_Server Variables.asp,webshell,malicious,webshell,none,benign,none,静态HTML页面，无服务端脚本,none,1.0,none,,代码为纯静态HTML/CSS页面，不包含任何ASP服务端脚本、危险函数或用户输入处理，无恶意行为。,,6509,2838,2240,598,0
data\samples\webshell\tennc_webshell_a.asp,tennc_webshell_a.asp,webshell,malicious,webshell,none,malicious,webshell,ASP 一句话后门（eval 直接执行请求参数）,none,0.99,high,"request(""h""); eval x2; eval(x2)",代码将 HTTP 请求参数 h 直接传递给 eval 执行，无任何过滤或限制，攻击者可以提交任意 VBScript 代码实现远程命令执行，属于典型 ASP WebShell。,,12527,1991,742,1249,1
data\samples\webshell\tennc_webshell_a.aspx,tennc_webshell_a.aspx,webshell,malicious,webshell,none,malicious,webshell,ASP.NET XSLT WebShell（msxsl:script 内嵌 JScript eval 执行任意代码）,none,0.97,high,"eval(Request.Item['a'], 'unsafe'); msxsl:script; XsltSettings.TrustedXslt; XslCompiledTransform.Load(xsldoc, XsltSettings.TrustedXslt, new XmlUrlResolver()); Response.End()",代码通过 XSLT 的 msxsl:script 内嵌 JScript，将 HTTP 请求参数 a 直接传入 eval 执行，且使用 XsltSettings.TrustedXslt 允许服务端脚本执行，构成远程代码执行 WebShell。,,21315,3580,1212,2368,1
data\samples\webshell\tennc_webshell_abcd.aspx,tennc_webshell_abcd.aspx,webshell,malicious,webshell,none,malicious,webshell,ASP/JScript 一句话代码执行后门（eval 执行 Request 参数）,string_split,0.98,high,"eval(PAY,'unsafe'); Request['abcd']; hex-encoded strings; unsafe argument",页面从 Request 参数 abcd 获取用户输入后，未经过滤直接传入 eval 执行，攻击者可提交任意 JScript/ASP.NET 代码实现远程命令执行；参数名和 unsafe 关键字使用十六进制转义与字符串拼接隐藏，属于典型 ASP 后门。,,31728,3986,762,3224,1
data\samples\webshell\tennc_webshell_back.php,tennc_webshell_back.php,webshell,malicious,webshell,none,malicious,backdoor,反向/绑定 Shell 后门（支持 daemon 化持久驻留）,none,1.0,high,stream_socket_server; stream_socket_accept; fsockopen; proc_open; stream_select; pcntl_fork; posix_setsid; /bin/sh -i,代码实现了一个完整的远程 shell 后门：通过 stream_socket_server/fsockopen 建立网络连接，使用 proc_open 启动 /bin/sh -i 交互式 shell，并通过 stream_select 双向转发数据，使攻击者可远程执行任意命令；同时利用 pcntl_fork/posix_setsid 实现守护进程化以增强隐蔽性和持久性。无任何身份验证或输入过滤。,,14825,3540,1980,1560,1
data\samples\webshell\tennc_webshell_back.py,tennc_webshell_back.py,webshell,malicious,webshell,none,malicious,backdoor,绑定/反弹 Shell 远程命令后门,none,1.0,high,socket.socket(); bind/listen/accept; connect(); subprocess.Popen(shell=True); os.system('/bin/sh -i'); recv/send 命令循环,脚本创建 socket 并监听本地端口（绑定 shell）或主动连接远程主机（反弹 shell），接收网络输入后直接交由 subprocess.Popen(shell=True) 执行系统命令，实现完全远程控制。无任何授权校验或命令过滤，属于典型后门程序。,,9250,2301,1280,1021,1
data\samples\webshell\tennc_webshell_base.asp,tennc_webshell_base.asp,webshell,malicious,webshell,none,malicious,webshell,ASP一句话木马（eval request 后门）,string_split,1.0,high,Execute; eval request; 自定义解码函数 DeAsc; 字符串编码混淆,"代码通过自定义数字编码混淆还原出 'eval request(""base"")'，并交由 Execute 执行，允许攻击者通过 HTTP 参数 'base' 远程执行任意 ASP 代码，属于典型的 ASP webshell。",,17553,2701,800,1901,1
data\samples\webshell\tennc_webshell_bypass-all.asp,tennc_webshell_bypass-all.asp,webshell,malicious,webshell,none,unknown,unknown,unknown,unknown,0.0,unknown,,,无法从响应中解析 JSON: ...,38081,4912,816,4096,
data\samples\webshell\tennc_webshell_bypass-iisuser-p.asp,tennc_webshell_bypass-iisuser-p.asp,webshell,malicious,webshell,none,malicious,webshell,ASP一句话后门（Eval执行用户输入）,none,1.0,high,"Eval(Request(chr(112))); CreateObject(""Scripting.FileSystemObject""); Request.ServerVariables(""PATH_TRANSLATED"")",代码通过 Eval(Request(chr(112))) 将 HTTP 请求参数 p 的内容直接作为 ASP 代码执行，未经过任何过滤或转义，攻击者可执行任意命令。同时使用 FileSystemObject 修改自身文件属性为 39（隐藏+系统+只读+存档），意图隐藏后门文件。属于典型的 ASP webshell。,,15855,2381,771,1610,1
data\samples\webshell\tennc_webshell_bypass-waf.asp,tennc_webshell_bypass-waf.asp,webshell,malicious,webshell,none,malicious,webshell,ASP一句话木马（eval 执行请求参数）,none,1.0,high,"eval; request(""pass""); 一句话木马注释",代码从 request('pass') 获取用户输入，直接传入 eval 执行，无任何过滤或限制，构成典型的 ASP 一句话 webshell，允许攻击者远程执行任意代码。,,8801,1697,749,948,1
data\samples\webshell\tennc_webshell_bypass01.php,tennc_webshell_bypass01.php,webshell,malicious,webshell,none,malicious,webshell,PHP eval 一句话后门（$_POST['mima'] 远程代码执行）,string_split,1.0,high,eval; $_POST; string concatenation; 错误抑制符 @,代码通过字符串拼接还原出 eval($_POST[mima]);，并将用户可控的 POST 参数内容直接传入 eval 执行，实现远程任意代码执行，是典型的 PHP 一句话后门。,,11844,2084,790,1294,1
data\samples\webshell\tennc_webshell_bypass_safedog_03.asp,tennc_webshell_bypass_safedog_03.asp,webshell,malicious,webshell,none,unknown,unknown,unknown,unknown,0.0,unknown,,,"无法从响应中解析 JSON: ## 分析过程

### 第一步 · 代码结构概览
该 ASP 代码定义了两个函数：
- `Writesource(str)`：简单的输出函数，但在后续代码中未被调用，疑似干扰项。
- `cd(ByVal s, ByVal key)`：自定义字符串解码函数，接收十六进制字符串 `s` 和密钥 `key`，通过循环逐字节解析，并计算得到明文字符。
最后执行语句：`Execute cd(""687765...",35722,4990,896,4094,
data\samples\webshell\tennc_webshell_class-initialize.asp,tennc_webshell_class-initialize.asp,webshell,malicious,webshell,none,malicious,webshell,ASP一句话后门（基于eval执行任意代码）,none,1.0,high,"eval; request(""LandGrey""); Class_Initialize中自动执行","用户输入通过request(""LandGrey"")直接传入eval执行，且类初始化时会自动触发，构成无过滤的远程代码执行后门，典型的ASP一句话木马。",,7886,1640,749,891,1
data\samples\webshell\tennc_webshell_class-terminate.asp,tennc_webshell_class-terminate.asp,webshell,malicious,webshell,none,unknown,unknown,unknown,unknown,0.0,unknown,,,"无法从响应中解析 JSON: ## 分析过程

### 第一步 · 代码结构概览
这段 ASP 代码定义了一个名为 `LandGrey` 的类。类中有一个私有方法 `class_terminate`，该方法在 VBScript 中是一个特殊的事件处理函数，当类实例被销毁（即对象被设置为 `Nothing` 或超出作用域）时自动触发。在 `class_terminate` 内部，调用了 `eval(request(""LandGr...",9079,1721,755,966,
data\samples\webshell\tennc_webshell_cmd提权马.asp,tennc_webshell_cmd提权马.asp,webshell,malicious,webshell,none,malicious,webshell,ASP.NET 命令执行 WebShell,none,1.0,high,"Process.Start; Request.QueryString[""sb""]; Request.QueryString[""shell""]; RedirectStandardInput=true; StandardInput.WriteLine(cmd); StandardOutput.ReadToEnd()",页面通过 Request.QueryString 获取用户可控的 shell 路径和命令内容，未做任何过滤，直接使用 Process.Start 启动进程并写入标准输入，可执行任意系统命令，属于典型的命令执行型 WebShell。,,15334,2920,1403,1517,1
data\samples\webshell\tennc_webshell_con2.aspx,tennc_webshell_con2.aspx,webshell,malicious,webshell,none,malicious,webshell,ASP.NET C# 多功能管理型WebShell（文件管理/命令执行/SQL执行/注册表读取/进程管理/端口扫描）,none,1.0,high,"Process.Start; cmd.exe; SqlCommand.ExecuteNonQuery; Directory.Delete; File.Copy; Response.WriteFile; UpFile.PostedFile.SaveAs; TcpClient.Connect; RegistryKey.GetValue; WebClient.OpenRead; Session[""root""]; 硬编码密码 PWD=""xp1234""",代码为典型的ASP.NET WebShell，通过硬编码密码登录后，提供文件管理、任意命令执行、SQL执行、注册表读取、进程控制、端口扫描、远程下载等功能。用户输入可直接到达Process.Start、SqlCommand.ExecuteNonQuery、Directory.Delete、File.Copy、Response.WriteFile等危险函数，且无任何过滤，具备完整的服务器控制能力。,,26146,12789,10013,2776,1
data\samples\webshell\tennc_webshell_cpanel.asp,tennc_webshell_cpanel.asp,webshell,malicious,webshell,none,benign,none,静态HTML页面,none,0.95,none,,代码为纯静态HTML/CSS页面，无任何ASP脚本、危险函数或用户输入处理，不存在恶意行为。,,7835,3032,2240,792,0
data\samples\webshell\tennc_webshell_create-activex-object.asp,tennc_webshell_create-activex-object.asp,webshell,malicious,webshell,none,unknown,unknown,unknown,unknown,0.0,unknown,,,无法从响应中解析 JSON: ...,31419,5093,997,4096,
data\samples\webshell\tennc_webshell_execute-session.asp,tennc_webshell_execute-session.asp,webshell,malicious,webshell,none,malicious,webshell,ASP一句话木马（基于execute动态执行session中的用户输入）,none,1.0,high,"request(""LandGrey""); session(""LandGrey""); execute session(""LandGrey"")",用户通过请求参数LandGrey传入任意代码，存储在session中后直接由execute执行，无任何过滤或限制，构成典型的ASP WebShell后门。,,8063,1641,756,885,1
data\samples\webshell\tennc_webshell_filesystembrowser.aspx,tennc_webshell_filesystembrowser.aspx,webshell,malicious,webshell,none,malicious,webshell,文件浏览/任意文件下载后门（硬编码认证）,none,0.95,high,"Request.Params[""file""] -> Response.WriteFile; 硬编码 AUTHKEY 绕过认证; Request.Params[""directory""] -> DirectoryInfo.GetDirectories/GetFiles; 文件下载功能 DownloadFile()",代码实现了一个受硬编码密钥（AUTHKEY=woanware）保护的文件系统浏览器，允许未授权用户列出目录并下载服务器任意文件，属于文件管理型 webshell 后门。输入参数（directory/file）未经过滤直接作用于文件系统操作，可导致任意文件泄露。,,16342,3937,2166,1771,1
data\samples\webshell\tennc_webshell_good_1.asp,tennc_webshell_good_1.asp,webshell,malicious,webshell,none,malicious,webshell,ASP 文件管理后门 - 任意文件写入/批量内容篡改/隐藏属性,string_split,0.96,high,"request(""content"") -> WriteIn 任意文件写入; request(""task"") 控制恶意功能分支; f.attributes = 7 隐藏文件; CreateObject(""S""&""cr""&""ip""&""ti""&""ng.Fi""&""le""&""Sys""&""tem""&""Ob""&""je""&""ct"") 字符串拼接混淆; Bianlireplate 递归批量修改文件内容",脚本通过 HTTP 请求参数（content/paths/task 等）在服务端执行文件写入、目录遍历、批量替换文件内容、修改文件属性为隐藏只读等操作，任意文件写入可直接植入 ASP 木马；同时使用字符串拼接混淆 FileSystemObject 对象名以规避检测，属于典型的恶意 webshell 行为。,,19881,8999,6780,2219,1
data\samples\webshell\tennc_webshell_ice.asp,tennc_webshell_ice.asp,webshell,malicious,webshell,none,unknown,unknown,unknown,unknown,0.0,unknown,,,无法从响应中解析 JSON: ...,40339,79560,75464,4096,
data\samples\webshell\tennc_webshell_jsp_custom_script_for_oracle.jsp,tennc_webshell_jsp_custom_script_for_oracle.jsp,webshell,malicious,webshell,none,malicious,webshell,AntSword JSP WebShell (Oracle版),none,1.0,high,Runtime.getRuntime().exec; WriteFileCode / UploadFileCode / ReadFileCode; WgetCode; DriverManager.getConnection / Statement.executeQuery; AntSword 标识与 Pwd='ant' 参数分发,代码为 AntSword 生成的 JSP WebShell，包含命令执行（Runtime.exec）、任意文件读写上传下载、远程文件下载、Oracle 数据库连接查询等完整后门功能，参数来源于用户请求且无任何过滤或授权校验，风险极高。,,22741,8641,6318,2323,1
data\samples\webshell\tennc_webshell_jsp_custom_spy_for_mysql.jsp,tennc_webshell_jsp_custom_spy_for_mysql.jsp,webshell,malicious,webshell,none,malicious,webshell,AntSword JSP Custom Spy WebShell，具备命令执行、文件管理、数据库操作和远程下载功能,none,1.0,high,"Pwd = ""ant"" 硬编码后门口令; Runtime.getRuntime().exec(c) 执行系统命令; FileOutputStream/FileInputStream 文件读写; UploadFileCode/DeleteFileOrDirCode/WgetCode 文件操作与远程下载; DriverManager.getConnection + Statement.executeQuery 任意数据库查询; 头部注释包含 AntSword JSP Custom Spy for Mysql",代码是 AntSword 客户端配套的 JSP 木马，硬编码密码 'ant'，通过请求参数控制功能分发。支持 Runtime.exec 系统命令执行、任意文件读写删除上传下载、MySQL 任意 SQL 查询、远程文件下载，属于典型的 WebShell 后门，危害极高。,,30083,7268,4303,2965,1
data\samples\webshell\tennc_webshell_klasvayv.asp,tennc_webshell_klasvayv.asp,webshell,malicious,webshell,none,benign,none,静态 HTML 错误/维护提示页面,none,1.0,none,,代码为纯静态 HTML 页面，无任何 ASP 服务端脚本、危险函数或用户输入处理，仅为网站流量过大的错误提示页面，不包含任何恶意逻辑。,,6210,2899,2240,659,0
data\samples\webshell\tennc_webshell_php1.php,tennc_webshell_php1.php,webshell,malicious,webshell,none,malicious,webshell,动态函数调用命令执行后门,none,0.98,high,$_POST; $para($_value); ReflectionClass::newInstance; 动态变量赋值 $$_asadasd,通过$_POST控制构造函数参数，动态调用$para($_value)，可执行任意函数如system/assert等，实现远程命令执行，且无任何过滤限制。,,24031,3439,818,2621,1
data\samples\webshell\tennc_webshell_php2.php,tennc_webshell_php2.php,webshell,malicious,webshell,none,malicious,webshell,基于反射和动态调用的命令执行后门,none,0.98,high,$para1($para2); $$_asadasd = $_wfwefb; ReflectionClass->newInstance; foreach ($$_r1 as ...),代码通过反射类实例化，将 POST 参数中的键名作为函数名、值作为参数进行动态调用，可实现任意函数执行（如 system/exec 等），且无任何过滤或输入验证，属于典型的 webshell 后门。,,14316,2455,866,1589,1
data\samples\webshell\tennc_webshell_php3.php,tennc_webshell_php3.php,webshell,malicious,webshell,none,malicious,webshell,动态函数调用后门：通过 $_POST 控制函数名和参数，调用任意函数,none,0.94,high,"$_POST 遍历及变量变量覆盖 $$_key = $_value; $cat->eat($_key, $_value) 调用; Dog::eat 中动态函数调用 $a($b)","代码将最后一次 POST 参数的键名和键值传入 Dog::eat($a, $b) 中的 $a($b)，实现任意函数调用。攻击者可通过提交如 system=whoami 的 POST 请求执行系统命令，属于 webshell 后门。",,23875,3462,883,2579,1
data\samples\webshell\tennc_webshell_php_create_function.php,tennc_webshell_php_create_function.php,webshell,malicious,webshell,none,malicious,webshell,远程代码执行后门（RCE WebShell）,base64,0.99,high,create_function; base64_decode; eval; $_POST,代码使用 base64_decode 隐藏实际执行载荷，解码后为 @eval($_POST['ant']);，通过 create_function 动态创建函数并执行，允许攻击者通过 POST 参数 ant 直接执行任意 PHP 代码，属于典型 webshell。,,13216,2271,746,1525,1
data\samples\webshell\tennc_webshell_php_custom_script_for_mysql_fix.php,tennc_webshell_php_custom_script_for_mysql_fix.php,webshell,malicious,webshell,none,malicious,webshell,AntSword 自定义 PHP WebShell（Mysql 版）,none,1.0,high,system(); mysqli_query(); fopen/fwrite/readfile; base64_decode; $_REQUEST 分发; fixed password 'ant',该脚本为 AntSword 设计的管理后门，提供任意命令执行（system）、任意 SQL 查询（mysqli_query）、文件上传下载/编辑/删除/复制等功能，且用户输入无过滤直接进入危险函数，具备完整 webshell 特征。,,23974,7366,4736,2630,1
data\samples\webshell\tennc_webshell_php_custom_spy_for_mysql.php,tennc_webshell_php_custom_spy_for_mysql.php,webshell,malicious,webshell,none,malicious,webshell,AntSword PHP 自定义 Spy（文件管理 + 命令执行 + 数据库管理 + 远程下载）,none,1.0,high,system($_POST/$_REQUEST 可控命令); mysqli_query(用户可控 SQL); fopen/fwrite/readfile 任意文件操作; base64_decode/hex 传输解码; switch 分发文件/命令/数据库操作; AntSword WebShell 特征,代码为 AntSword 自定义 WebShell payload，通过 $_REQUEST 接收功能码和参数，直接驱动 system() 执行命令、mysqli_query() 执行任意 SQL、fopen/fwrite/readfile 实现任意文件读写下载，具备完整远程控制与文件管理能力，且无任何输入过滤。,,23095,6611,4209,2402,1
data\samples\webshell\tennc_webshell_php_niu_3.php,tennc_webshell_php_niu_3.php,webshell,malicious,webshell,none,malicious,webshell,PHP一句话后门（动态构造assert执行POST参数）,string_split,1.0,high,assert($_POST[_]); 字符串自增构造函数名; 动态拼接'ASSERT'和'_POST',代码通过字符串自增动态构造'ASSERT'和'_POST'，最终执行assert($_POST[_])，允许远程用户通过POST参数执行任意PHP代码，属于典型的一句话后门。,,11418,2357,1252,1105,1
data\samples\webshell\tennc_webshell_proxy.py,tennc_webshell_proxy.py,webshell,malicious,webshell,none,benign,none,HTTP代理转发功能，存在SSRF风险,none,0.7,medium,requests.post/get; 任意URL请求; X-Forwarded-For随机伪造; 无认证,代码为云函数中的HTTP转发代理，根据事件参数构造URL并请求任意http/https地址，无命令执行、无文件操作、无SQL注入，不构成webshell/backdoor/sqli；但缺少URL过滤和认证，存在SSRF风险，可能被滥用。,,39740,5003,1206,3797,0
data\samples\webshell\tennc_webshell_python2_custom_script.py,tennc_webshell_python2_custom_script.py,webshell,malicious,webshell,none,malicious,webshell,AntSword自定义CGI脚本（Python2），具备文件管理、任意命令执行、上传下载等后门功能,none,1.0,high,"os.popen3(cmd); FileTreeCode / ReadFileCode / WriteFileCode / UploadFileCode / DownloadFileCode; PWD = ""ant""; cgi.FieldStorage() 分发命令; AntSword 标识",脚本是AntSword（蚁剑）的一句话木马，通过CGI接收用户控制的操作码和参数，实现文件读写、上传下载、删除目录、执行系统命令等危险功能。其中os.popen3直接执行用户可控命令，且无任何过滤或鉴权，属于典型WebShell。,,15917,5988,4182,1806,1
data\samples\webshell\tennc_webshell_radhat.asp,tennc_webshell_radhat.asp,webshell,malicious,webshell,none,unknown,unknown,unknown,unknown,0.0,unknown,,,"无法从响应中解析 JSON: ## 分析过程

### 第一步 · 代码结构概览

该 ASP 代码是一个高度混淆的 VBScript 脚本。整体结构如下：

1. 设置服务器/会话参数（超时时间、缓冲输出、错误容错）
2. 定义若干常量（`vgo=""admin""`、`mam=""want_pre.asp""`、`nkw=""RedHat""` 等），以及一个外部 URL 列表 `dbx`（指向 `aspmuma.net` 的三个 t...",37041,73074,68978,4096,
data\samples\webshell\tennc_webshell_shell-2021-03-18.php,tennc_webshell_shell-2021-03-18.php,webshell,malicious,webshell,none,malicious,webshell,加密命令执行后门,string_split,1.0,high,eval; chr拼接还原函数名; base64_decode; php://input; openssl_decrypt; 异或解密; session密钥认证,通过chr拼接还原base64_decode，结合php://input读取加密数据，使用异或或AES解密后直接注入eval执行任意代码，属于典型加密webshell。,,24300,3478,1064,2414,1
data\samples\webshell\tennc_webshell_shell-2021-04-23.php,tennc_webshell_shell-2021-04-23.php,webshell,malicious,webshell,none,unknown,unknown,unknown,unknown,0.0,unknown,,,无法从响应中解析 JSON: ...,38065,5153,1060,4093,
data\samples\webshell\tennc_webshell_shell.asp,tennc_webshell_shell.asp,webshell,malicious,webshell,none,malicious,webshell,文件写入型后门（可通过表单上传任意文件）,none,0.98,high,CreateTextFile; Request.form; GIF89a; shell.asp?miemie=av; server.mappath,代码允许通过POST请求将任意内容写入服务器指定路径，无任何过滤或限制，可创建ASP木马实现远程控制。GIF89a头伪装为图片文件，miemie=av为口令保护，属于明确的恶意webshell。,,14543,2530,1043,1487,1
data\samples\webshell\tennc_webshell_shell2020-12-06.php,tennc_webshell_shell2020-12-06.php,webshell,malicious,webshell,none,malicious,webshell,加密交互式WebShell（冰蝎变种）,base64,1.0,high,eval; call_user_func; file_get_contents('php://input'); base64_decode; openssl_decrypt; XOR 解密循环; 类 C __invoke 魔术方法,代码通过 php://input 接收加密数据，经 base64_decode、XOR 或 AES 解密后，将解密内容直接传入 eval 执行，形成远程代码执行后门。包含动态函数调用、魔术方法包装 eval、XOR 解密等混淆手段，属于典型的加密型 WebShell。,,24374,3490,980,2510,1
data\samples\webshell\tennc_webshell_spexec.aspx,tennc_webshell_spexec.aspx,webshell,malicious,webshell,none,unknown,unknown,unknown,unknown,0.0,unknown,,,无法从响应中解析 JSON: ...,46279,7777,3681,4096,
data\samples\webshell\tennc_webshell_sql.aspx,tennc_webshell_sql.aspx,webshell,malicious,webshell,none,malicious,webshell,SQL执行后门（数据库管理WebShell）,none,0.98,high,txtSql.Text 直接传入 SqlCommand; ExecuteReader() 执行用户输入; ConnectionString 可被用户指定; 硬编码认证密钥 AUTHKEY = 'woanware',页面允许用户提供任意SQL语句并直接在SqlCommand中执行，且连接字符串也可由用户指定；仅通过硬编码认证密钥限制访问，但密钥为公开固定值，实际构成可执行任意数据库命令的WebShell后门。,,14250,2962,1501,1461,1
data\samples\webshell\tennc_webshell_utf7-bypass.asp,tennc_webshell_utf7-bypass.asp,webshell,malicious,webshell,none,unknown,unknown,unknown,unknown,0.0,unknown,,,"无法从响应中解析 JSON: ## 第一步 · 代码结构概览

该 ASP 代码开头使用 `<%@codepage=65000%>` 指定页面编码为 UTF-7。页面主体 `<% ... %>` 内并不是直接可读的 ASP 脚本，而是一段被 UTF-7 编码后的字符串：

```
+AHIAZQBzAHAAbwBuAHMAZQAuAGMAbwBkAGUAcABhAGcAZQA9ADYANQAwADAAMQA6AGUAdgBhA...",36357,4902,807,4095,
data\samples\webshell\tennc_webshell_vbencode-bypass.asp,tennc_webshell_vbencode-bypass.asp,webshell,malicious,webshell,none,unknown,unknown,unknown,unknown,0.0,unknown,,,无法从响应中解析 JSON: ...,47675,4858,762,4096,
data\samples\webshell\tennc_webshell_xslt.asp,tennc_webshell_xslt.asp,webshell,malicious,webshell,none,malicious,webshell,XSL命令执行型ASP WebShell,none,0.99,high,MSXML2.DOMDocument; msxsl:script; WScript.Shell; Exec; TransformNode,代码通过MSXML2.DOMDocument加载XML和XSL，XSL中嵌入JScript创建WScript.Shell对象并执行系统命令，可回显命令输出，属于典型的命令执行WebShell,,8559,1858,975,883,1
data\samples\webshell\tennc_webshell_xslt.aspx,tennc_webshell_xslt.aspx,webshell,malicious,webshell,none,malicious,webshell,XSLT脚本执行后门（ASP.NET WebShell）,none,1.0,high,"eval(Request.Item['a'],'unsafe'); msxsl:script; XslCompiledTransform; XsltSettings.TrustedXslt","通过 XslCompiledTransform 加载包含 msxsl:script 的恶意 XSLT，其中 JScript 函数调用 eval(Request.Item['a'],'unsafe')，直接执行用户提交的参数 a，形成任意代码执行后门。输入无过滤，风险极高。",,10880,2322,1207,1115,1
data\samples\webshell\tennc_webshell_xx.asp,tennc_webshell_xx.asp,webshell,malicious,webshell,none,benign,none,正常静态 HTML 页面（Persiangig 网站的流量提示页面）,none,0.99,none,,代码为纯静态 HTML/CSS 页面，无服务端脚本、无危险函数、无用户输入处理、无混淆手段，属于正常业务逻辑页面。,,10838,3232,2240,992,0
data\samples\webshell\tennc_webshell_不带引号的Asp一句话.asp,tennc_webshell_不带引号的Asp一句话.asp,webshell,malicious,webshell,none,malicious,webshell,ASP一句话木马（ExecuteGlobal执行任意代码）,string_split,1.0,high,ExecuteGlobal; StrReverse; request(chr(97)); eval request(0),服务端通过 request(chr(97)) 获取用户可控参数，经 StrReverse 反转后直接交给 ExecuteGlobal 动态执行，形成任意代码执行后门；无任何过滤或限制，攻击者可执行任意 ASP 代码。,,23975,3054,787,2267,1
data\samples\sqli\builtin_sqli_payload_001.txt,builtin_sqli_payload_001.txt,sqli,malicious,sqli,none,malicious,sqli,认证绕过/恒真条件注入,none,1.0,high,' OR '1'='1; 恒真条件; 认证绕过,该片段为典型的 SQL 注入载荷，通过构造恒真条件 '1'='1' 覆盖原始 WHERE 判断，可用于绕过身份认证或非法获取数据，属于恶意 SQL 注入行为。,,6161,1265,717,548,1
